job_title,company,salary,location,classification,work_type,technical_skills,posted_date,job_id_url
ERP Analyst - JDE Specialist,Correlate Resources,N/A,Sydney NSW,Consultants (Information & Communication Technology),Full time,R Excel ai Ai r excel sAs,2024-10-11,https://www.seek.com.au/job/79393828?type=standout&ref=search-standalone&origin=cardTitle
Senior Threat Intelligence Analyst,dnata catering,N/A,"Mascot, Sydney NSW",Business/Systems Analysts (Information & Communication Technology),Full time,R Excel ai r excel,2024-10-19,https://www.seek.com.au/job/79696326?type=standout&ref=search-standalone&origin=cardTitle
Enterprise Customer Success Manager - Secure Power,Asendia Oceania AU Pty Ltd,"$70,000 – $90,000 per year",Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,SQL R JIRA r ML,Posted 22h ago,https://www.seek.com.au/job/79413085?type=promoted&ref=search-standalone&origin=cardTitle
Business Analyst - Non-financial Risk,Morgan McKinley,$140k p.a. + Super,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,statistical R r ai,2024-10-03,https://www.seek.com.au/job/79596981?type=promoted&ref=search-standalone&origin=cardTitle
Demand Planner,Mrs Mac’s Pty Ltd,N/A,"Rhodes, Sydney NSW","Analysis & Reporting (Manufacturing, Transport & Logistics)",Full time,quantitative R ai r analytics,2024-10-23,https://www.seek.com.au/job/79743850?type=standout&ref=search-standalone&origin=cardTitle
Reporting Analyst,CBRE,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,SQL Analytics R Mathematics Statistical Excel ai r analytics Tableau,2024-10-23,https://www.seek.com.au/job/79244575?type=standout&ref=search-standalone&origin=cardTitle
"Portfolio Risk Analyst, Secured",HSBC Bank Australia,N/A,Sydney NSW,Compliance & Risk (Banking & Financial Services),Full time,R AWS Excel ml r analytics Python ML Snowflake,2024-10-24,https://www.seek.com.au/job/79689805?type=standard&ref=search-standalone&origin=cardTitle
"Specialist, Risk & Insurance",Department of Health & Aged Care,"$78,957 - $83,424 p.a. + 15.4% Superannuation",Sydney NSW,Government - Federal (Government & Defence),Full time,R r Excel ai,2024-10-15,https://www.seek.com.au/job/79689742?type=standout&ref=search-standalone&origin=cardTitle
Demand Manager,Stockland,N/A,Sydney NSW,Market Research & Analysis (Marketing & Communications),Full time,SQL Analytics R Excel ai r analytics Python,2024-10-19,https://www.seek.com.au/job/79694455?type=standout&ref=search-standalone&origin=cardTitle
Business Support officer / Reporting Analyst,Robert Half,$849 - $850 p.d.,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,R r Excel ai,2024-10-04,https://www.seek.com.au/job/79485538?type=standard&ref=search-standalone&origin=cardTitle
Senior Data Engineer,TheDriveGroup,"Up to $160,000 + super + bonus",Sydney NSW,Engineering - Software (Information & Communication Technology),Full time,SQL Analytics R ETL Excel ai r analytics Python excel Power BI,2024-10-22,https://www.seek.com.au/job/79611322?type=standard&ref=search-standalone&origin=cardTitle
Business Analyst,Akkodis,N/A,Sydney NSW,Office Management (Administration & Office Support),Contract/Temp,R r ai,2024-10-05,https://www.seek.com.au/job/79249630?type=standard&ref=search-standalone&origin=cardTitle
Insights Analyst (FMCG),Department of Primary Industries and Regional Development NSW,Total remuneration package from $223K per annum,"The Rocks, Sydney NSW",Policy (Consulting & Strategy)Government - State (Government & Defence),Contract/Temp,R r ml ai,2024-10-23,https://www.seek.com.au/job/79649473?type=standout&ref=search-standalone&origin=cardTitle
"Director Economics, Insights & Analysis",BIG,N/A,"North Sydney, Sydney NSW",Analysis & Reporting (Banking & Financial Services),Full time,SQL r Power BI,2024-10-21,https://www.seek.com.au/job/79293307?type=standout&ref=search-standalone&origin=cardTitle
Research & Insights Manager,University of Technology Sydney,$115265 to $131274 per Year,"Broadway, Sydney NSW",Business/Systems Analysts (Information & Communication Technology)Other (Education & Training),Full time,R Excel ai Ai r analytics excel,2024-10-19,https://www.seek.com.au/job/79689360?type=standout&ref=search-standalone&origin=cardTitle
APS Level 4 - Reporting and Information Support Officer,Canaccord Genuity,N/A,Sydney NSW,Analysis & Reporting (Banking & Financial Services),Full time,R r ai,2024-10-09,https://www.seek.com.au/job/79624139?type=standout&ref=search-standalone&origin=cardTitle
Senior Data Scientist - Award-Winning Fintech,The Recruitment Company,Healthy Salary & Hybrid work environment.,Sydney NSW,Developers/Programmers (Information & Communication Technology),Full time,SQL r ai,2024-10-17,https://www.seek.com.au/job/79597910?type=standard&ref=search-standalone&origin=cardTitle
Business Analyst – Human Capital Management (HCM),City of Sydney,"$124,111 – $141,051 per year plus superannuation",Sydney NSW,Business/Systems Analysts (Information & Communication Technology)Government - Local (Government & Defence),Full time,Analytics r ai,2024-10-03,https://www.seek.com.au/job/79374683?type=standard&ref=search-standalone&origin=cardTitle
Information Analyst,Talenza,$900 - $950 p.d. + plus super,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,quantitative Analytics ai Quantitative r mathematics,2024-10-23,https://www.seek.com.au/job/79550153?type=standard&ref=search-standalone&origin=cardTitle
Technical Business Analyst - Consumer Credit Risk,CyberCX,N/A,Sydney NSW,Security (Information & Communication Technology),Full time,SQL R SAS Java ai r analytics Python excel,2024-10-16,https://www.seek.com.au/job/79227703?type=standard&ref=search-standalone&origin=cardTitle
Technical Support Analyst,Bluefin Resources Pty Limited,$140k - $150k p.a.,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,R r Excel ai,2024-10-25,https://www.seek.com.au/job/79688619?type=standard&ref=search-standalone&origin=cardTitle
Pricing & Rebate Analyst,Experis AU,$60 - $65 p.h. + Super,Sydney NSW,Analysis & Reporting (Accounting),Contract/Temp,SQL R Excel ai r sAs ML,2024-10-17,https://www.seek.com.au/job/79529469?type=standout&ref=search-standalone&origin=cardTitle
Business Analyst | Fixed Term,University of Technology Sydney,N/A,Sydney NSW,Help Desk & IT Support (Information & Communication Technology),Full time,R r ai,2024-10-20,https://www.seek.com.au/job/79739064?type=standout&ref=search-standalone&origin=cardTitle
Associate Analyst Equity Research,Sirius Technology NSW,"AUD 750 - 850 per day, 9 month day rate $850 per d",Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,SQL Analytics R quantitative Excel ml ai r analytics Python sAs Snowflake,2024-10-09,https://www.seek.com.au/job/79543926?type=standard&ref=search-standalone&origin=cardTitle
Informix DBA,Select Software Solutions,"$80,000 – $120,000 per year",Sydney NSW,Database Development & Administration (Information & Communication Technology),Full time,R Excel ai AI r,2024-10-09,https://www.seek.com.au/job/79619933?type=promoted&ref=search-standalone&origin=cardTitle
Hospitality & Services Systems Analyst,Morgan McKinley,$130000.00 - $150k p.a. + +super and bonus,Sydney NSW,"Mathematics, Statistics & Information Sciences (Science & Technology)",Full time,SQL R Excel ml ai r,2024-10-21,https://www.seek.com.au/job/79363112?type=promoted&ref=search-standalone&origin=cardTitle
Business Analyst,Primary Connect,N/A,"Norwest, Sydney NSW",Financial Accounting & Reporting (Accounting),Contract/Temp,quantitative Analytics ai Quantitative r mathematics,2024-10-04,https://www.seek.com.au/job/79374529?type=standout&ref=search-standalone&origin=cardTitle
Cyber Intelligence Analyst (work from any major Australian city),Services Australia,N/A,Sydney NSW,Government - Federal (Government & Defence),Full time,SQL R SAS Java ai r analytics Python excel,2024-10-24,https://www.seek.com.au/job/79624443?type=standout&ref=search-standalone&origin=cardTitle
Data Assistant Director - Various roles,Halcyon Knights Pty Ltd,Up to $1050.00 per day inc Super or ex GST,"Surry Hills, Sydney NSW",Developers/Programmers (Information & Communication Technology),Contract/Temp,R r ai,2024-10-11,https://www.seek.com.au/job/79276159?type=standout&ref=search-standalone&origin=cardTitle
SAS Developer - Data Services,GradConnection,N/A,Sydney NSW,"Mathematics, Statistics & Information Sciences (Science & Technology)",Full time,R Excel ai r Python Power BI,2024-10-09,https://www.seek.com.au/job/79692336?type=standout&ref=search-standalone&origin=cardTitle
Customer Solutions Designer and Performance Analyst,Asendia Oceania AU Pty Ltd,"$70,000 – $90,000 per year",Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,R ml ai r excel aws,2024-10-21,https://www.seek.com.au/job/79413085?type=standout&ref=search-standalone&origin=cardTitle
Financial Markets (Quant) Summer Intern,Ambition,$170k - $200k p.a. + 20% bonus,"Bella Vista, Sydney NSW",Programme & Project Management (Information & Communication Technology),Full time,R r analytics ai,2024-10-22,https://www.seek.com.au/job/79352469?type=standout&ref=search-standalone&origin=cardTitle
Residential Development Analyst,Maas Group Holdings (MGH),N/A,Sydney NSW,Analysts (Real Estate & Property),Full time,R Excel ai r sAs,2024-10-16,https://www.seek.com.au/job/79625652?type=standout&ref=search-standalone&origin=cardTitle
EMu Data Cleansing Officer,Australian Museum,"$70,694 - $76,857",Sydney NSW,Database Development & Administration (Information & Communication Technology)Government - State (Government & Defence),Contract/Temp,SQL R ml ai r sas,2024-10-24,https://www.seek.com.au/job/79627387?type=standard&ref=search-standalone&origin=cardTitle
Senior Data & Analytics Manager,Imperial Brands Australasia,N/A,"Bella Vista, Sydney NSW","Analysis & Reporting (Manufacturing, Transport & Logistics)",Contract/Temp,R Excel ai r analytics Power BI,2024-10-16,https://www.seek.com.au/job/79524996?type=standout&ref=search-standalone&origin=cardTitle
S&OP Analyst,DP World Australia Limited,Competitive Salary,Sydney NSW,Database Development & Administration (Information & Communication Technology),Full time,R JIRA r ai,2024-10-24,https://www.seek.com.au/job/79714150?type=standout&ref=search-standalone&origin=cardTitle
Database Administrator,Davidson,N/A,Sydney NSW,Industrial & Employee Relations (Human Resources & Recruitment),Contract/Temp,R r ai,2024-10-04,https://www.seek.com.au/job/79512039?type=standout&ref=search-standalone&origin=cardTitle
"Lead Consultant, Industrial Relations & Data Analytics",AYAN INFOTECH PTY LTD,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,SQL Analytics R ai r analytics Tableau,2024-10-04,https://www.seek.com.au/job/79702313?type=standard&ref=search-standalone&origin=cardTitle
ICT Financial Business Analyst * 2,Recruitment Hive,$950 - $1150 p.d. + Transparent Fee Structure,"Surry Hills, Sydney NSW",Developers/Programmers (Information & Communication Technology),Contract/Temp,SQL R SAS Java Excel ai statistical r mathematics Python,2024-10-17,https://www.seek.com.au/job/79274597?type=standout&ref=search-standalone&origin=cardTitle
Business Analyst,Schneider Electric,N/A,Sydney NSW,Sales - Pre & Post (Information & Communication Technology),Full time,SQL Analytics R Excel ai r analytics Tableau,2024-10-09,https://www.seek.com.au/job/79261129?type=standout&ref=search-standalone&origin=cardTitle
Business Analyst - Non-financial Risk,The Recruitment Company,$700 + Super per day,"Parramatta, Sydney NSW",Forensic Accounting & Investigation (Accounting),Full time,r ai,2024-10-19,https://www.seek.com.au/job/79532309?type=standard&ref=search-standalone&origin=cardTitle
SAS Developer,Correlate Resources,$730 per day,Sydney NSW,Market Research & Analysis (Marketing & Communications),Contract/Temp,R r ml ai,2024-10-19,https://www.seek.com.au/job/79352875?type=standout&ref=search-standalone&origin=cardTitle
Senior Digital Insights Analyst ($730pd including super),Morgan McKinley,$140k p.a. + Super,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,SQL R AWS ai AI r analytics Python ML,2024-10-23,https://www.seek.com.au/job/79596981?type=standout&ref=search-standalone&origin=cardTitle
Enterprise Customer Success Manager - Secure Power,Domain Group,competitive salary + bonus,"Pyrmont, Sydney NSW",Analysis & Reporting (Sales),Full time,R r ai,2024-10-25,https://www.seek.com.au/job/79614020?type=standout&ref=search-standalone&origin=cardTitle
Sales Systems & Process Analyst,Talenza,$850 - $900 p.d. + plus super,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,excel r Jira ai,2024-10-03,https://www.seek.com.au/job/79681847?type=standard&ref=search-standalone&origin=cardTitle
Senior BA - Data Governance,Auto & General,N/A,Sydney NSW,Engineering - Software (Information & Communication Technology),Full time,SQL R Excel ai r analytics Python,2024-10-24,https://www.seek.com.au/job/79719775?type=standout&ref=search-standalone&origin=cardTitle
Sales Systems & Process Analyst,Anglicare,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,R Excel ai r analytics excel,2024-10-09,https://www.seek.com.au/job/79232166?type=promoted&ref=search-standalone&origin=cardTitle
Senior BA - Data Governance,Australian Investment Exchange,N/A,Sydney NSW,Product Management & Development (Information & Communication Technology),Full time,R ml ai r aI excel,2024-10-11,https://www.seek.com.au/job/79695618?type=promoted&ref=search-standalone&origin=cardTitle
Lead AI/ML Engineer - Conversational AI,Experis AU,Negotiable day rate,Sydney NSW,Other (Information & Communication Technology),Contract/Temp,R r Excel ai,2024-10-15,https://www.seek.com.au/job/79360671?type=standout&ref=search-standalone&origin=cardTitle
IT Systems Analyst - Permanent Position (Immediate Start),Horizontal Talent Australia Pty Ltd,"$150,000 – $160,000 per year",Sydney NSW,Management (Information & Communication Technology),Full time,Analytics R ETL SAS Java AWS ml ai r analytics Python,2024-10-16,https://www.seek.com.au/job/79409059?type=standout&ref=search-standalone&origin=cardTitle
Data Integration Manager,Inchcape Australia,N/A,"Norwest, Sydney NSW",Management Accounting & Budgeting (Accounting),Full time,R Excel ai r Power BI,2024-10-24,https://www.seek.com.au/job/79493602?type=standout&ref=search-standalone&origin=cardTitle
Senior Data Engineer – Perpetual Digital,St Patrick's College Strathfield,N/A,"Strathfield, Sydney NSW",Database Development & Administration (Information & Communication Technology),Full time,R Excel ai AI r,2024-10-21,https://www.seek.com.au/job/79528544?type=standout&ref=search-standalone&origin=cardTitle
Business Systems Analyst - Baseline Clearance,GradConnection,N/A,Sydney NSW,Corporate Finance & Investment Banking (Banking & Financial Services),Full time,R r Excel ai,2024-10-22,https://www.seek.com.au/job/79692335?type=standout&ref=search-standalone&origin=cardTitle
Data Delivery Manager,Allura Partners,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,Analytics R AWS JIRA ai r,2024-09-28,https://www.seek.com.au/job/79623646?type=standard&ref=search-standalone&origin=cardTitle
Financial Markets (Quant) Summer Intern,Qantas Airways Ltd,N/A,Sydney NSW,Other (Information & Communication Technology),Full time,quantitative Analytics ai Quantitative r mathematics,2024-10-03,https://www.seek.com.au/job/79632436?type=standout&ref=search-standalone&origin=cardTitle
IT Systems Analyst - B2B,Real Estate Institute of NSW,N/A,Sydney NSW,Database Development & Administration (Information & Communication Technology),Full time,SQL R Mathematics Excel ai r Python,2024-10-19,https://www.seek.com.au/job/79133693?type=standout&ref=search-standalone&origin=cardTitle
Lead/Coordinator Data and Information,Anglicare,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,R Excel ai r analytics excel,2024-10-18,https://www.seek.com.au/job/79232166?type=standout&ref=search-standalone&origin=cardTitle
Optimisation Specialist,Cuscal Limited (SR),N/A,Sydney NSW,Other (Accounting),Contract/Temp,R r ai,2024-10-05,https://www.seek.com.au/job/79596320?type=standout&ref=search-standalone&origin=cardTitle
Finance Analyst,Veolia Australia & New Zealand,N/A,"Chullora, Sydney NSW",Analysis & Reporting (Accounting),Full time,SQL R ai statistical r Python Tableau,2024-10-23,https://www.seek.com.au/job/79570286?type=standout&ref=search-standalone&origin=cardTitle
Planning Analytics Developer,Reo Group,$150k - $160k p.a.,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,SQL Analytics R Excel ai r,2024-10-09,https://www.seek.com.au/job/79291306?type=standout&ref=search-standalone&origin=cardTitle
Business Analyst - $160k + Super + Bonus,N/A,N/A,N/A,N/A,N/A,R Excel ai r sAs,2024-10-20,https://www.seek.com.au/job/79083416?type=standard&ref=search-standalone&origin=cardTitle
Senior Consultant - Data Analytics & Artificial Intelligence,ABN AMRO Clearing Sydney Pty Ltd,N/A,Sydney NSW,Compliance & Risk (Banking & Financial Services),Full time,SQL R Excel ai r analytics aws Power BI,2024-10-18,https://www.seek.com.au/job/79653258?type=standout&ref=search-standalone&origin=cardTitle
"Head of Strategy, Analytics and Consumer Products",Morgan McKinley,$130000.00 - $150k p.a. + +super and bonus,Sydney NSW,"Mathematics, Statistics & Information Sciences (Science & Technology)",Full time,R Excel ai AI r,2024-10-11,https://www.seek.com.au/job/79363112?type=standout&ref=search-standalone&origin=cardTitle
Technical Analyst - Loyalty Systems,Select Software Solutions,"$80,000 – $120,000 per year",Sydney NSW,Database Development & Administration (Information & Communication Technology),Full time,SQL R Excel ml ai r,Posted 20h ago,https://www.seek.com.au/job/79619933?type=standout&ref=search-standalone&origin=cardTitle
HR Business Process Analyst,Endeavour Group,N/A,"Surry Hills, Sydney NSW",Business/Systems Analysts (Information & Communication Technology),Full time,R excel r ai,2024-10-14,https://www.seek.com.au/job/79576806?type=standout&ref=search-standalone&origin=cardTitle
Data Engineer    |  Multiple Roles  |  Both Senior and Junior,KPMG,Our people build skills for the future,Sydney NSW,Consultants (Information & Communication Technology),Full time,Analytics R AWS Excel r,2024-10-24,https://www.seek.com.au/job/79432594?type=standout&ref=search-standalone&origin=cardTitle
"EOI: Statistics, Statistical Data Science and Mathematics",Anglicare,Salary packaging + benefits,"Baulkham Hills, Sydney NSW",Other (Human Resources & Recruitment),Full time,R ml ai r analytics excel,2024-10-11,https://www.seek.com.au/job/79748896?type=standout&ref=search-standalone&origin=cardTitle
Enterprise Account Executive- Retail & Consumer Goods,Macquarie University,$57.12 - $68.01 p.h.,"North Ryde, Sydney NSW",Teaching - Tertiary (Education & Training),Casual/Vacation,SQL Analytics R ETL Java AWS ai r Python excel python,2024-10-09,https://www.seek.com.au/job/79475206?type=standout&ref=search-standalone&origin=cardTitle
Credit Analyst/ParaBroker,Australian Investment Exchange,N/A,Sydney NSW,Product Management & Development (Information & Communication Technology),Full time,R ml ai r aI excel,2024-10-09,https://www.seek.com.au/job/79695618?type=promoted&ref=search-standalone&origin=cardTitle
Senior Analyst - Group Insurance Quotations,Zurich Financial Services Australia,N/A,"North Sydney, Sydney NSW",Actuarial (Insurance & Superannuation),Full time,r ai,2024-10-18,https://www.seek.com.au/job/79416831?type=promoted&ref=search-standalone&origin=cardTitle
Financial Officer,Commonwealth Bank - Executive,N/A,"Eveleigh, Sydney NSW",Other (Engineering),Full time,SQL Analytics Mathematics Databricks ai AI r analytics Python,Posted 19h ago,https://www.seek.com.au/job/79367087?type=standout&ref=search-standalone&origin=cardTitle
Market Surveillance Officer,Bi3 Technologies,N/A,Sydney NSW,Developers/Programmers (Information & Communication Technology),Contract/Temp,R Mathematics Statistical Excel ai r,2024-10-18,https://www.seek.com.au/job/79359153?type=standard&ref=search-standalone&origin=cardTitle
Actuarial Analyst,The Aquarium,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,R Excel ai r analytics,2024-10-24,https://www.seek.com.au/job/79568222?type=standard&ref=search-standalone&origin=cardTitle
Senior Data Engineer,Sharp & Carter Sydney North Shore,"Circa $120,000 - $125,000 + Super + Bonus","North Sydney, Sydney NSW",Financial Accounting & Reporting (Accounting),Full time,R ETL Databricks Excel ai r analytics Python excel sAs Snowflake,2024-10-19,https://www.seek.com.au/job/79750230?type=standout&ref=search-standalone&origin=cardTitle
FPA Analyst,QBE,Salary + Bonus + Hybrid Working,Sydney NSW,Actuarial (Insurance & Superannuation),Full time,R SAS Excel ai statistical r Python sAs,2024-10-24,https://www.seek.com.au/job/79565440?type=standout&ref=search-standalone&origin=cardTitle
Insights Analyst,Bluefin Resources Pty Limited,$1k - $1100 p.d. + inclu super,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,SQL R Excel ai r,2024-10-19,https://www.seek.com.au/job/79700298?type=standard&ref=search-standalone&origin=cardTitle
Senior Commercial  Analyst - $160k + Super + Bonus,Winable Recruitment,"$140,000 – $180,000 per year",Sydney NSW,Engineering - Software (Information & Communication Technology),Full time,SQL R Excel r Python excel,2024-10-09,https://www.seek.com.au/job/79598393?type=standout&ref=search-standalone&origin=cardTitle
Senior Cyber Business Analyst - UAM,Private Advertiser,N/A,Sydney NSW,"Agency Account Management (Advertising, Arts & Media)",Full time,SQL R Excel ai r analytics aws Power BI,2024-10-04,https://www.seek.com.au/job/79699023?type=standout&ref=search-standalone&origin=cardTitle
Sharepoint and Power Platforms Development & Support Analyst,Patrick Terminals,N/A,"Port Botany, Sydney NSW","Health, Safety & Environment (Construction)",Full time,SQL Analytics R ai r analytics Tableau Power BI,2024-10-17,https://www.seek.com.au/job/79204556?type=standout&ref=search-standalone&origin=cardTitle
Senior Business Analyst - 5 month contract,Bluefin Resources Pty Limited,Competitive Package Depending on Experience,Sydney NSW,Market Research & Analysis (Marketing & Communications),Full time,SQL Analytics R Excel ai AI r Python Power BI,2024-10-21,https://www.seek.com.au/job/79367506?type=standard&ref=search-standalone&origin=cardTitle
Economic Consultant,Talent Insights Group Pty Ltd,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,R r Java ai,2024-10-24,https://www.seek.com.au/job/79262369?type=standout&ref=search-standalone&origin=cardTitle
Senior Financial Analyst,Reo Group,$150k - $160k p.a.,"Miranda, Sydney NSW",Analysis & Reporting (Accounting),Full time,Excel ai Quantitative statistical r Ai,2024-10-24,https://www.seek.com.au/job/79539153?type=standout&ref=search-standalone&origin=cardTitle
Senior Account Manager,Positive Economics Advisory Pty Ltd,"$65,000 – $75,000 per year",Sydney NSW,Analysts (Consulting & Strategy),Full time,Analytics R Excel ai r analytics sAs,2024-10-15,https://www.seek.com.au/job/79620375?type=standard&ref=search-standalone&origin=cardTitle
Product Owner - Data,Australian Investment Exchange,N/A,Sydney NSW,Product Management & Development (Information & Communication Technology),Full time,Analytics R ai statistical r analytics Tableau Power BI,2024-10-05,https://www.seek.com.au/job/79695618?type=standout&ref=search-standalone&origin=cardTitle
SAS Developer,ASIC,N/A,Sydney NSW,Developers/Programmers (Information & Communication Technology)Government - Federal (Government & Defence),Full time,R ml ai r aI excel,2024-10-21,https://www.seek.com.au/job/79717692?type=standout&ref=search-standalone&origin=cardTitle
HSE Advisor,N/A,N/A,N/A,N/A,N/A,R r ai,2024-10-24,https://www.seek.com.au/job/79084643?type=standout&ref=search-standalone&origin=cardTitle
Product Specialist,Genesis IT Recruitment,$600 per day + SA,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,SQL R SAS Excel ai r analytics,2024-10-25,https://www.seek.com.au/job/79485000?type=standard&ref=search-standalone&origin=cardTitle
Client Execuitve - Media Insights,Talent Insights Group Pty Ltd,N/A,Sydney NSW,Government - Federal (Government & Defence),Contract/Temp,R r ai,2024-10-25,https://www.seek.com.au/job/79285837?type=standout&ref=search-standalone&origin=cardTitle
Credit Risk Analytics Manager,Kantar,N/A,Sydney NSW,Market Research & Analysis (Marketing & Communications),Full time,R r ai,2024-10-23,https://www.seek.com.au/job/79625653?type=standard&ref=search-standalone&origin=cardTitle
Data Engineer,Calleo,Competitive,Sydney NSW,Consultants (Information & Communication Technology),Contract/Temp,Analytics R SAS ai r analytics,2024-10-25,https://www.seek.com.au/job/79697580?type=standout&ref=search-standalone&origin=cardTitle
Content Strategist & Writer,AMP Services,competitive salary + 12% super,Sydney NSW,Marketing Communications (Marketing & Communications),Full time,R Excel ml ai r excel,2024-10-20,https://www.seek.com.au/job/79725959?type=promoted&ref=search-standalone&origin=cardTitle
Customer Copywriter,AMP Services,competitive salary + 12% super,Sydney NSW,Marketing Communications (Marketing & Communications),Full time,R r analytics ai,2024-10-25,https://www.seek.com.au/job/79740512?type=promoted&ref=search-standalone&origin=cardTitle
Project Manager Data Centre - Please read the JD - Detailed resumes required,Bluefin Resources Pty Limited,$135k - $145k p.a. + super + benefits,Sydney NSW,Analysis & Reporting (Banking & Financial Services),Full time,R r ai,2024-10-10,https://www.seek.com.au/job/79691162?type=standard&ref=search-standalone&origin=cardTitle
Senior Business Analyt - Commercial Cards,Perigon Group Pty Limited,$130-140K plus super,Sydney NSW,Analysis & Reporting (Accounting),Full time,excel R r ai,Posted 18h ago,https://www.seek.com.au/job/79729906?type=standout&ref=search-standalone&origin=cardTitle
User Researcher,Global Infrastructure Services (GIS),N/A,Sydney NSW,Project Management (Construction),Contract/Temp,R Excel ml ai Jira r excel,2024-10-24,https://www.seek.com.au/job/79616210?type=standard&ref=search-standalone&origin=cardTitle
Sales Analyst,Uniting NSW & ACT,Base Salary + Super & NFP Salary Packaging Benefts,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,SQL R ai r Python excel Tableau sAs,2024-10-22,https://www.seek.com.au/job/79720813?type=standout&ref=search-standalone&origin=cardTitle
Senior Business Analyst - Digital,Temple & Webster Group,N/A,Sydney NSW,Database Development & Administration (Information & Communication Technology),Full time,R Excel ai r excel,2024-10-12,https://www.seek.com.au/job/79409062?type=standout&ref=search-standalone&origin=cardTitle
Finance Business Partner - FP&A Analyst,Central Real,"$140,000 – $160,000 per year + generous bonus","Double Bay, Sydney NSW",Other (Banking & Financial Services),Full time,R Excel ai r excel,2024-10-22,https://www.seek.com.au/job/79755083?type=standout&ref=search-standalone&origin=cardTitle
Commercial Analyst,AXR Recruitment & Search,N/A,"Parramatta & Western Suburbs, Sydney NSW",Management Accounting & Budgeting (Accounting),Full time,R Excel ai r analytics,2024-10-24,https://www.seek.com.au/job/79700488?type=standout&ref=search-standalone&origin=cardTitle
Credit Analyst/ParaBroker,Ethos360,"$90,000 - $100,000 + Super",Sydney NSW,Credit (Banking & Financial Services),Full time,R Excel ml ai r,2024-10-15,https://www.seek.com.au/job/79627864?type=standout&ref=search-standalone&origin=cardTitle
Billing Process Analyst - Finance,Colonial First State Investments Limited,N/A,Sydney NSW,Analysis & Reporting (Banking & Financial Services),Full time,excel R r ai,Posted 23h ago,https://www.seek.com.au/job/79441840?type=standout&ref=search-standalone&origin=cardTitle
Business Analyst - Greenstock,TenantCS,N/A,Sydney NSW,"PA, EA & Secretarial (Administration & Office Support)",Full time,R Excel ai Ai r,2024-10-19,https://www.seek.com.au/job/79644522?type=standout&ref=search-standalone&origin=cardTitle
FinOps Capability Analyst,TMA Group Of Companies Pty Limited,N/A,"South Granville, Sydney NSW",Analysis & Reporting (Banking & Financial Services),Full time,R r ai,2024-10-25,https://www.seek.com.au/job/79691978?type=standout&ref=search-standalone&origin=cardTitle
Business Development Manager,Woolworths Group,N/A,"Norwest, Sydney NSW",Other (Banking & Financial Services),Full time,SQL Analytics R Excel ml ai r analytics aws,2024-10-24,https://www.seek.com.au/job/79484821?type=standout&ref=search-standalone&origin=cardTitle
Financial Analyst | 6-month contract | Immediate start!,Paxus,$130k - $160k p.a. plus super,Sydney NSW,Engineering - Software (Information & Communication Technology),Full time,R r Excel ai,2024-10-05,https://www.seek.com.au/job/79742465?type=standard&ref=search-standalone&origin=cardTitle
Kronos Architect,West Recruitment,$130k - $140k base + super,"Penrith, Sydney NSW",Analysis & Reporting (Accounting),Contract/Temp,R AWS ai r analytics,Posted 23h ago,https://www.seek.com.au/job/79601556?type=standout&ref=search-standalone&origin=cardTitle
Business Support Analyst,Avanti Finance,$75000 - $84999,"Sydney Olympic Park, Sydney NSW",Credit (Banking & Financial Services),Full time,excel r ai,2024-10-23,https://www.seek.com.au/job/79740586?type=standout&ref=search-standalone&origin=cardTitle
"2025 Graduate Program - Information Systems, Cloud & Applications",GradConnection,N/A,Sydney NSW,"Mathematics, Statistics & Information Sciences (Science & Technology)",Full time,R Excel ai r analytics Power BI,2024-10-25,https://www.seek.com.au/job/79693058?type=standout&ref=search-standalone&origin=cardTitle
Technical Business Analyst,Karlka Recruiting Group,$476.58 per day + super,"Parramatta, Sydney NSW",Business/Systems Analysts (Information & Communication Technology),Contract/Temp,Analytics R ai r Tableau Power BI,2024-10-25,https://www.seek.com.au/job/79293730?type=standout&ref=search-standalone&origin=cardTitle
